QUESTION,BT LEVEL
"From the information given, can you develop a set of instructions about . . .?",Applying
What factors would you change if . . .?,Applying
Paraphrase the poem in your own words,Understanding
Summarize the basic tenets of collaborative conservation.,Understanding
Can you invent another character for the story?,Creating
How to specify the impact energy and impact test temperature of the material in the Code,Applying
Compose a dialogue between Atticus Finch and Tom Robinson when they first met.,Creating
Was Hemingway a great American writer? First you will need to define greatness.,Evaluating
Which of the following actions would probably be least effective in determining the answer? ,Evaluating
Translate an equation into a computer spreadsheet.,Understanding
Contrast the Valles Marineris on Mars with the Grand Canyon,Analyzing
"How can we construct H given I, B and E?",Applying
who was the first man on the moon,Remembering
Look at the symbol. What is the symbol’s purpose on a map?,Remembering
Name the main characters in the story.,Remembering
Summarize Jem’s beliefs about Boo Radley,Understanding
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Understanding
Create plan of local environment by drawing around boxes.,Creating
Critique an experimental design or a research proposal.,Evaluating
What would happen if . . .?,Creating
Express your opinion of 'Drugs in Sport' through poetry.,Understanding
Solve a math problem using familiar procedure or formula,Applying
Predict what happens to X if Y increases.,Applying
Construct the Data Path of the RISC Processor given in the previous question ,Applying
Demonstrate how this could work in an industry setting?,Applying
In what ways are foxes similar to wolves and dogs,Analyzing
Would this information be useful if you had a . . .?,Applying
Describe in your own words how to copy text from one program into another.,Understanding
Participate in a mock election,Applying
Choose a character. Rewrite a scene from the story from this character's point of view.,Creating
"In your own words, tell what is meant by the definition of an isosceles triangle.",Understanding
Apply the rule of law to a new situation,Applying
List three predominant economic systems that exist,Remembering
What solutions would you suggest for...?,Creating
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",Creating
Define compound interest.,Remembering
"Using information from the book about one of the main characters, rewrite the ending of the book.",Creating
Paraphrase an important speech,Understanding
How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,Creating
Illustrate what you think the main idea was.,Understanding
Appraise data in support of a hypothesis.,Evaluating
" How do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type",Analyzing
How do we efficiently combine multiple subject graphs to construct an aig with choice,Creating
Decide whether you are in favor of building on a floodplain; defend your position in a debate.,Evaluating
 How would you compare SAS with the Visual Basic Applying and SPSS for the processing and Analyzing of mainframe data,Understanding
